NOMBRE,LOCALIZACION,ESTADO,LATITUD,LONGITUD,AREA,ZONA,ANO DE DESCUBRIMIENTO,TIRANTE AGUA,ESTATUS,ASIGNACION,OPERADOR,VIGENCIA,NUM BLOQUES,CAA ORIGINAL,CAA ACTUAL,CGA ORIGINAL,CGA ACTUAL,NP (MMB),GP (MMMPC),MECANISMO DE PRODUCCION,PRODUCCION RECORD (MBPD),PRODUCCION RECORD (MMPCD),PRODUCCION ACEITE (MBPD),PRODUCCION GAS (MMPCD),PRODUCCION AGUA (MBPD),COLUMNA OP ACEITE,PROYECTO IOR/EOR PROPUESTO,PROYECTO IOR/EOR SUGERIDO,VOUMEN DE INYECCION DE GAS (MMPCD),VOUMEN DE INYECCION DE AGUA (MBPD),TIPO TERMINACION,POZOS PERFORADOS,POZOS PRODUCTORES,POZOS INYECTORES,POZOS MONITORES PRODUCTORES,POZOS MONITORES,POZOS CERRADOS CON POSIBILIDADES,POZOS CERRADOS SIN POSIBILIDADES,POZOS TAPONADOS,REPARACIONES MENORES,REPARACIONES MAYORES,SISTEMA ARTIFICIAL,DESCUBRIMIENTO
KUTZ,"Se ubica aproximadamente 85 km al noroeste de la Ciudad del Carmen, Campeche",Aguas Territoriales del G. de M.,19.44684769,-92.11503031,11.65,Aguas Someras,1979,50,Productor,A-0186-M - Campo Kutz,PEMEX,2034,1,3256,3060,3020,3020,,,"Expansion Roca-Fluido, Empuje hidraulico, casquete de gas ",24.1,10.93,1.111,0.506,0.707,40,Inyeccion de gas,,,,"Agujero descubierto, agujero entubado",8,1,0,0,0,4,3,1,51,,BN,
LANKAHUASA,"Se localiza en la plataforma continental en aguas territoriales de Golfo de Mexico, frente a las costas de Veracruz a 22 km de la linea de costa, entre las ciudades de Nautla y Vega de Alatorre",Aguas Territoriales del G. de M.,20.18696722,-96.5959252,39.4,Aguas Someras,2002,65,Productor,A-0189-M - Campo Lankahuasa,PEMEX,,2,,,,,,,Expansion roca-fluido,,110,,15.33,,,,,,,Agujero entubado,10,4,0,,,0,2,4,,,,
LUM,"Se ubica en la porcion central de la sonda de Campeche, al occidente de la Peninsula de Yucatan, frente a los estados de Campeche y Tabasco, aproximadamente a 105 km de Ciudad del Carmen, Campeche, dentro de las aguas territoriales del Golfo de Mexico",Aguas Territoriales del G. de M.,19.59686101,-92.05616432,13.9,Aguas Someras,1994,60,Desarrollo,A-0196-M - Campo Lum,PEMEX,2034,5,3430,3430,,,,,"Expansion roca-fluido, Empuje hidraulico",14.443,1.12,3.561,0.671,1.21,76.5,Inyeccion de agua,,,,Convencional,4,3,0,0,0,1,0,0,,,"BN, FL",
MALOOB,"Se ubica en la porcion central de la sonda de Campeche, al occidente de la Peninsula de Yucatan, frente a los estados de Campeche y Tabasco, aproximadamente a 115 km de Ciudad del Carmen, Campeche, dentro de las aguas territoriales del Golfo de Mexico",Aguas Territoriales del G. de M.,19.58947384,-92.2458322,79.78,Aguas Someras,1979,79,Productor,A-0203-M - Campo Maloob,PEMEX,2034,98,3476,3393,,3061,,,"Expansion roca-fluido, Gas disuelto liberado, Casquete de gas, Empuje hidraulico, Segregacion gravitacional",443.345,220.216,438.597,167.181,6.139,332,Inyeccion de N2,,188.09,,"Cola extendida,Convencional",92,75,3,5,5,1,2,6,,,"BEC, BN",
MANIK,"Se ubica en aguas territoriales del Golfo de Mexico, frente a las costas de los estados de Tabasco y Campeche, aproximadamente a 141.7 km al noreste de la Terminal Maritima Dos Bocas en Paraiso, Tabasco y a 102.4 km de Ciudad del Carmen, Campeche",Aguas Territoriales del G. de M.,19.4303506,-92.33032941,1.7,Aguas Someras,1996,80,Productor,A-0205-M - Campo Manik,PEMEX,2034,2,3654,3610,,,,,Expansion roca-fluido,27,21,5.562,2.9,0.232,100,,,4.9,,Agujero entubado,5,3,0,0,0,1,0,2,,,BN,
MARSOPA,Se ubica en aguas territoriales del Golfo de Mexico a una distancia de 30 km frente a las costas de Tuxpan,Aguas Territoriales del G. de M.,21.07373901,-97.06236799,4.8,Aguas Someras,1965,50,Productor,A-0206-M - Campo Marsopa,PEMEX,,2,2640,,,,,,Acuifero activo,10.68,3.41,0.17,0.05,0.21,,,,,,,28,3,0,,,6,10,9,,,,
MAY,"Se ubica en la plataforma continental del Golfo de Mexico frente a las costas de los estados de Tabasco y Campeche, entre las isobatas de 20 y 100 m",Aguas Territoriales del G. de M.,18.71411944,-92.59666263,7544.88,Aguas Someras,1992,15,Productor,A-0210-M - Campo May,PEMEX,,12,,,,,,,"Acuifero activo, Expansion roca-fluido, Segregacion Gravitacional",54.4,390.6,45,305,1.7413,,,,,,,21,16,,,,3,2,,,,BEC,
MEJILLON,"Se ubica en aguas territoriales de la plataforma continental del Golfo de Mexico, frente a las costas del estado de Veracruz",Aguas Territoriales del G. de M.,,,,Aguas Someras,2004,50,Desarrollo,-,PEMEX,,1,,,3202,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEN,"Se ubica en el Golfo de Mexico a 72 km de Ciudad del Carmen, Campeche",Aguas Territoriales del G. de M.,18.72159474,-92.54030077,45.26,Aguas Someras,2004,15,Cerrado,AE-0022-3M -Okom - 05,PEMEX,,1,,,,,,,Expansion roca-fluido,,,,,,,,,,,Agujero revestido,1,,,,,,,1,,,,
MENE,"Se localiza en la porcion central de la sonda de Campeche, al occidente de la Peninsula de Yucatan, frente a los estados de Campeche y Tabasco, ubicado entre 120 y 145 km al noreste de Ciudad del Carmen, Campeche dentro de las aguas territoriales del Golfo de Mexico",Aguas Territoriales del G. de M.,19.68946456,-92.1951467,92,Aguas Someras,2012,93,Cerrado,AE-0012-2M - Pilar de Akal-Kayab - 03,PEMEX,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,
MISON,"Se ubica en la plataforma continental del Golfo de Mexico frente a las costas de los estados de Tabasco y Campeche, entre las isobatas de 20 y 100 m",Aguas Territoriales del G. de M.,18.92413092,-92.41916421,7544.88,Aguas Someras,1993,,Desarrollo,"AE-0398-M-Mision, A-0219-M-Campo Mision",PEMEX,,1,,,,,,,"Acuifero activo, Expansion roca-fluido, Segregacion Gravitacional",,,,,1.7413,,,,,,Agujero entubado,4,,,,,,,,,,BEC,
NAK,"Se ubica en la plataforma continental del Golfo de Mexico frente a las costas de los estados de Tabasco y Campeche, aproximadamente a 100 km al noreste de la TMDB, Paraiso, Tabasco y a 73 km al oeste de Ciudad del Carmen, Campeche",Aguas Territoriales del G. de M.,18.91876998,-92.3708181,55,Aguas Someras,2003,31.65,Desarrollo,AE-0022-3M - Okom - 05,PEMEX,2041,1,,,,,,,"Acuifero activo, Expansion roca-fluido, Segregacion Gravitacional",,,,,1.7413,,,,,,Agujero entubado,1,,,,,1,,,,,BEC,
NAMACA,Se localiza frente al litoral de Tabasco y sur de Veracruz,Aguas Territoriales del G. de M.,18.31095632,-94.26460605,974,Aguas Someras,,500,Desarrollo,AE-0008-3M - Amoca-Yaxche - 06,PEMEX,2019,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
NOHOCH,"Se ubica aproximadamente a 85 km al noroeste de la Ciudad del Carmen, Campeche.",Aguas Territoriales del G. de M.,19.3508835,-91.98901362,14.2,Aguas Someras,1979,50,Productor,A-0237-M - Campo Nohoch,PEMEX,2034,2,3100,2100,,,,,"Expansion roca-fluido, Empuje hidraulico",112.79,53.83,3.127,1.136,10.284,,,,,,Agujero revestido con disparos,21,7,5,2,0,2,15,3,81,,BN,
OCH,"Se ubica en la plataforma continental del Golfo de Mexico frente a las costas de los estados de Tabasco y Campeche, entre las isobatas de 20 y 100 m.",Aguas Territoriales del G. de M.,19.19877771,-92.48928351,7544.88,Aguas Someras,1992,,Desarrollo,A-0242-M - Campo Och,PEMEX,,12,,,,,,,"Acuifero activo, Expansion roca-fluido, Segregacion Gravitacional",37.3,70.3,,30.9,1.7413,,,,,,,8,,,,,,,,,,BEC,
ONEL,"Se encuentra localizado en aguas territoriales del Golfo de Mexico, frente a las costas de los estados de Tabasco y Campeche, aproximadamente a 132 km al noroeste de la Terminal Maritima Dos Bocas, en Paraiso Tabasco y a 79 km al noroeste de Ciudad del Carmen, Campeche.",Aguas Territoriales del G. de M.,19.33170427,-92.39789543,70,Aguas Someras,2004,74,Productor,A-0245-M - Campo Onel,PEMEX,2034,5,4430,4362,,,,,"Expansion roca fluidos, expansion de gas en solucion",57.41511612,80.54326221,47.84323461,67.48363052,0.488825832,58,,,,,"Agujero descubierto, agujero entubado",8,7,0,0,0,1,0,0,0,,,
PIT,"Se ubica en la porcion central de la sonda de Campeche, al occidente de la Peninsula de Yucatan, frente a los estados de Campeche y Tabasco, aproximadamente a 115 km de Ciudad del Carmen, Campeche, dentro de las aguas territoriales del Golfo de Mexico.",Aguas Territoriales del G. de M.,19.76967897,-92.26871122,1580,Aguas Someras,2005,,Desarrollo,"AE-0011-2M - Pilar de Akal-Kayab - 02, AE-0012-2M - Pilar de Akal-Kayab - 03",PEMEX,,5,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,"BEC, BMF",
POCTLI,Se ubica frente al litoral de Tabasco y sur de Veracruz,Aguas Territoriales del G. de M.,,,974,Aguas Someras,,500,Desarrollo,-,PEMEX,2019,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
POHP,"Se ubica en la porcion central de la sonda de Campeche, al occidente de la Peninsula de Yucatan, frente a los estados de Campeche y Tabasco, ubicados entre 120 y 145 km al noreste de Ciudad del Carmen, Campeche dentro de las aguas territoriales del Golfo de Mexico",Aguas Territoriales del G. de M.,19.6656127,-92.261667,92,Aguas Someras,2004,93,Productor,AE-0012-2M - Pilar de Akal-Kayab - 03,PEMEX,2027,1,,,,,,,,,,,,,,,,,,,2,2,,,,1,1,2,,,BEC,
POKOCH,"Se encuentra localizado en aguas territoriales del Golfo de Mexico, frente a las costas de los estados de Tabasco y Campeche, aproximadamente a 122 km al noroeste de la Terminal Maritima Dos Bocas, en Paraiso Tabasco y a 80 km al noroeste de Ciudad del Carmen, Campeche",Aguas Territoriales del G. de M.,19.16871106,-92.43101431,5.5,Aguas Someras,2004,45,Cerrado,AE-0021-3M-Okom-04,PEMEX,2038,5,,,,,,,,663,494,,,,,,,,,Agujero entubado,1,0,0,0,0,0,0,1,,,,
POL,"Se encuentra localizado en aguas territoriales del Golfo de Mexico, frente a las costas de los estados de Tabasco y Campeche, aproximadamente a 129 km al noroeste de la Terminal Maritima Dos Bocas, en Paraiso Tabasco y a 79 km al noroeste de Ciudad del Carmen, Campeche.",Aguas Territoriales del G. de M.,19.24164188,-92.27036143,57.53,Aguas Someras,1980,,Productor,A-0278-M - Campo Pol,PEMEX,2034,5,3960,3710,,,,,Empuje hidraulico,177.896,175.151,4.549,5.839,1.017,127.71,,,,,Agujero entubado,34,2,5,0,0,3,16,10,,,,
SIHIL,"Se ubica aproximadamente 85 km al noreste de la Ciudad del Carmen, Campeche.",Aguas Territoriales del G. de M.,19.42514803,-92.06545206,62.6,Aguas Someras,1981,60,Productor,A-0308-M - Campo Sihil,PEMEX,2034,1,3810,,,,,,"Expansion roca-fluido, Empuje hidraulico",133,53.9,21.9,8.66,20354.4,,,,0,,Agujero descubierto,44,16,0,0,12,13,0,15,0,,BN,
SINAN,"Se ubica en la plataforma continental del Golfo de Mexico frente a las costas de los estados de Tabasco y Campeche, entre las isobatas de 20 y 100 m.",Aguas Territoriales del G. de M.,18.94590489,-92.67230471,7544.88,Aguas Someras,1992,30,Desarrollo,A-0309-M - Campo Sinan,PEMEX,2042,2,,,,,,,"Acuifero activo, Expansion roca-fluido, Segregacion Gravitacional",,,,,1.7413,,,,,,,,,,,,,,,,,BEC,
TAKIN,"Se ubica aproximadamente a 85 km al noroeste de la Ciudad del Carmen, Campeche.",Aguas Territoriales del G. de M.,19.28705279,-91.95499249,3.98,Aguas Someras,1991,45,Productor,A-0322-M - Campo Takin,PEMEX,2034,1,3686,3521,,,,,"Expansion roca-fluido, Empuje hidraulico",21.17,2.39,11.351,1.8,0,,,,,,Agujero revestido con disparos,4,4,0,4,0,1,1,1,22,,BEC,
TARATUNICH,"Se encuentra localizado en aguas territoriales del Golfo de Mexico, frente a las costas de los estados de Tabasco y Campeche, aproximadamente a 143 km al noreste de la Terminal Maritima Dos Bocas, en Paraiso Tabasco y a 80 km al noroeste de Ciudad del Carmen, Campeche.",Aguas Territoriales del G. de M.,19.40152941,-92.27903367,12.73,Aguas Someras,1993,60,Productor,A-0324-M - Campo Taratunich,PEMEX,2034,5,4400,3454,,,,,Empuje hidraulico,81.006,106.901,4.006,17.112,0.657,225.91,,,,,Agujero entubado,31,7,0,0,0,0,12,10,,,BN,
TECOALLI,"Se ubica aproximadamente a 7.5 km de la linea de costa y a 55 km al oeste de la Terminal Maritima de Dos Bocas en Paraiso, Tabasco.",Aguas Territoriales del G. de M.,18.46011455,-93.69088267,67,Aguas Someras,2008,33,Desarrollo,CNH-R01-L02-A1-2015,"Eni mexico, S. de R.L. de C.V.",2040,2,,,,,,,,,,,,,,,,,,Agujero entubado,1,1,,,,,,1,,,BEC,
TEEKIT,Se ubica frente al litoral de Tabasco y sur de Veracruz.,Aguas Territoriales del G. de M.,18.60393774,-93.07368189,973,Aguas Someras,,500,Desarrollo,AE-0008-3M - Amoca-Yaxche - 06,PEMEX,2019,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
TEKEL,"Se ubica en la porcion central de la sonda de Campeche, al occidente de la Peninsula de Yucatan, frente a los estados de Campeche y Tabasco, aproximadamente a 125 km de Ciudad del Carmen, Campeche, dentro de las aguas territoriales del Golfo de Mexico.",Aguas Territoriales del G. de M.,19.69535776,-92.34652971,12.3,Aguas Someras,2008,121,Desarrollo,A-0327-M - Campo Tekel,PEMEX,2034,5,4070,4070,,,,,,,,,,,,,,,,,2,0,0,0,0,1,1,1,,,,
TIBURON,Se ubica en aguas territoriales del Golfo de Mexico a 28 km al noreste de Villa Tamiahua,Aguas Territoriales del G. de M.,,,1.94,Aguas Someras,1965,50,Cerrado,-,PEMEX,,,2274,,,,,,,,,,2060,,,,,,,Agujero descubierto,14,,,,,,7,7,,,,
TINTORERA,"Se localiza en aguas territoriales del Golfo de Mexico a una distancia de 28 km al noreste de Villa Tamiahua, Veracruz",Aguas Territoriales del G. de M.,,,,Aguas Someras,1968,44.32,Cerrado,-,PEMEX,,,,,,,,,,,,,,,,,,,,,3,1,,,,1,,2,,,,
TOLOC,"Se encuentra localizado en aguas territoriales del Golfo de Mexico, frente a las costas de los estados de Tabasco y Campeche, aproximadamente a 110 km al noreste de la Terminal Maritima Dos Bocas, en Paraiso Tabasco",Aguas Territoriales del G. de M.,19.27099704,-92.3879617,4.5,Aguas Someras,1993,,Cerrado,AE-0021-2M-Okom-03,PEMEX,2034,5,,,,,,,Expansion roca-fluido,663,494,,,,,,,,,Agujero entubado,1,0,0,,,,,1,,,,
TSIMIN,"Se ubica en aguas territoriales del Golfo de Mexico, aproximadamente a 62 km de la Terminal Maritima de Dos Bocas, Paraiso, Tabasco.",Aguas Territoriales del G. de M.,18.71393514,-92.69091795,25.7,Aguas Someras,2008,17,Productor,A-0352-M - Campo Tsimin,PEMEX,2034,,,,,,,,,,,0.4,22.8,,,,,,,,7,7,,,,,,,,,,
TSON,"Se ubica en la porcion central de la sonda de Campeche, al occidente de la Peninsula de Yucatan, frente a los estados de Campeche y Tabasco, ubicado entre 120 y 145 km al noreste de Ciudad del Carmen, Campeche, dentro de las aguas territoriales del Golfo de Mexico",Aguas Territoriales del G. de M.,19.68717976,-92.24980602,92,Aguas Someras,2004,93,Cerrado,AE-0012-2M - Pilar de Akal-Kayab - 03,PEMEX,,1,,,,,,,,,,,,,,,,,,Agujero entubado,2,1,,,,1,1,,,,BEC,
TUMUT,"Se encuentra localizado en aguas territoriales del Golfo de Mexico, frente a las costas de los estados de Tabasco y Campeche, a 112 km al noreste de la Terminal Maritima de Dos Bocas y 80 km de la ciudad de Campeche.",Aguas Territoriales del G. de M.,19.12662772,-92.3887028,6.3,Aguas Someras,2004,35,Productor,A-0354-M - Campo Tumut,PEMEX,2034,5,,,,,,,Expansion roca-fluido,6.667910323,6.551355,0,0,0,87.25,,,,,"Agujero descubierto, agujero entubado",4,0,0,0,0,0,3,1,,,,
TUNICH,"Se ubica en la porcion central de la sonda de Campeche, al occidente de la Peninsula de Yucatan, frente a los estados de Campeche y Tabasco, ubicados entre 120 y 145 km al noreste de Ciudad del Carmen, Campeche dentro de las aguas territoriales del Golfo de Mexico",Aguas Territoriales del G. de M.,,,92,Aguas Someras,1977,93,Cerrado,-,PEMEX,,1,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,BEC,
UCHAK,"Se encuentra localizado en aguas territoriales del Golfo de Mexico, frente a las costas de los estados de Tabasco y Campeche, aproximadamente a 115 km al noroeste de la Terminal Maritima Dos Bocas, en Paraiso Tabasco y a 63 km al noroeste de Ciudad del Carmen, Campeche",Aguas Territoriales del G. de M.,,,6.65,Aguas Someras,2003,40,Cerrado,-,PEMEX,2038,5,,,,,,,,663,494,,,,,,,,,Agujero entubado,1,0,0,0,0,0,0,1,,,,
UECH,Se ubica en aguas territoriales del Golfo de Mexico a 97 km aproximadamente al noreste del municipio de Paraiso.,Aguas Territoriales del G. de M.,19.12953847,-92.54563302,22.62,Aguas Someras,1986,53,Productor,A-0358-M - Campo Uech,PEMEX,,1,5070,4710,,,,,Acuifero activo,41.9,,6.5,15.5,2,,,,,,Agujero descubierto,17,2,,,,,6,9,,,,
UTAN,"Se ubica aproximadamente a 85 km al noroeste de la Ciudad del Carmen, Campeche.",Aguas Territoriales del G. de M.,19.40108443,-92.08078808,,Aguas Someras,2004,60,Cerrado,"AE-0013-2M - Pilar de Akal-Kayab - 04, A-0308-M -Campo Sihil, A-0008-M - Campo Akal",PEMEX,2034,1,,,,,,,,,1.4,,,,,,,,,Agujero entubado,,,,,,,,,,,,
UTSIL,"Se ubica en la porcion central de la sonda de Campeche, al occidente de la Peninsula de Yucatan, frente a los estados de Campeche y Tabasco, ubicados entre 130 km al noreste de Ciudad del Carmen, Campeche dentro de las aguas territoriales del Golfo de Mexico.",Aguas Territoriales del G. de M.,19.73319882,-92.35104996,9.2,Aguas Someras,2010,130,Cerrado,A-0361-M - Campo Utsil,PEMEX,2034,1,4070,4070,,,,,,,,0.595,,,,,,,,,1,0,0,0,0,1,0,0,,,,
WAYIL,"Se encuentra localizado en aguas territoriales del Golfo de Mexico, frente a las costas de los estados de Tabasco y Campeche, aproximadamente a 65 km al NW de Ciudad del Carmen, Campeche",Aguas Territoriales del G. de M.,19.05512323,-92.30922483,10.04,Aguas Someras,2004,22,Cerrado,AE-0024-2M-Okom-07,PEMEX,2038,5,,,,,,,,663,494,,,,,,,,,,,,,,,,,1,,,,
XANAB,Se ubica frente al litoral de Tabasco aproximadamente a 27 km al noroeste de la Terminal Maritima de Dos Bocas.,Aguas Territoriales del G. de M.,18.53791688,-93.38254178,21,Aguas Someras,2005,28,Productor,A-0369-M - Campo Xanab,PEMEX,2034,94,,,,,,,Expansion roca-fluido,,,138,104,2,,,,,,Agujero entubado,7,5,,,,2,,,,,,
XUX,"Se localiza en la plataforma continental del Golfo de Mexico, aproximadamente a 10 km al noroeste del puerto de frontera y a 55 km al noreste de la Terminal Maritima de Dos Bocas hacia la porcion sur-occidental del pilar tectonico de Akal.",Aguas Territoriales del G. de M.,18.68428303,-92.75906909,49.8,Aguas Someras,2008,16,Cerrado,A-0371-M - Campo Xux,PEMEX,,54,,,,,,,Expansion roca-fluido,,,,,,,,,,,,4,,,,,,,,,,,
YAXCHE,"Se ubica en aguas territoriales del Golfo de Mexico frente a las costas del estado de Tabasco, aproximadamente a 13 km al noreste de la Terminal Maritima de Dos Bocas, en el estado de Tabasco.",Aguas Territoriales del G. de M.,18.51360693,-93.27645049,8.38,Aguas Someras,1993,21,Productor,A-0373-M - Campo Yaxche,PEMEX,2042,2,,,,,,,,,,28.3,20,,,,,,,Agujero entubado,21,10,,,,2,2,5,,,BEC,
YETIC,Se ubica frente al litoral de Tabasco y sur de Veracruz,Aguas Territoriales del G. de M.,18.37671239,-94.27521426,974,Aguas Someras,,500,Desarrollo,AE-0009-2M - Tucoo-Xaxamani - 01,PEMEX,2019,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
YUM,"Se ubica en la plataforma continental del Golfo de Mexico frente a las costas de los estados de Tabasco y Campeche, entre las isobatas de 20 y 100m.",Aguas Territoriales del G. de M.,18.77173257,-92.55909379,7544.88,Aguas Someras,1981,,Productor,A-0374-M - Campo Yum,PEMEX,2041,2,,,,,,,"Acuifero activo, Expansion roca-fluido, Segregacion Gravitacional",8.5,,0.42,0.9,1.7413,,,,,,,6,1,,,,,1,4,,,BEC,
ZAAP,"Se ubica en la porcion central de la sonda de Campeche, al occidente de la Peninsula de Yucatan, frente a los estados de Campeche y Tabasco, aproximadamente a 115 km de Ciudad del Carmen, Campeche, dentro de las aguas territoriales del Golfo de Mexico.",Aguas Territoriales del G. de M.,19.55309725,-92.23653625,53.2,Aguas Someras,1990,81,Productor,A-0375-M - Campo Zaap,PEMEX,2034,65,3476,3377,,3175,,,"Expansion roca-fluido, Gas disuelto liberado, Casquete de gas, Empuje hidraulico, Segregacion gravitacional",328.803,188.632,298.425,154.732,4.671,202,Inyeccion de N2,,138.18,,"Cola extendida,Convencional",78,57,2,5,8,7,1,2,,,"BEC, BN",
ALONDRA,Se localiza a 99.3 km al suroeste de la ciudad de Reynosa Tamaulipas,Nuevo Leon,25.9041414,-99.26512108,61.6,Burgos,1981,,Productor,AR-0477 - Campo Alondra,PEMEX,,,,,,0.1215,,Expansion roca-fluido,,41.27,0,4.66,0.02,,,,,0,Agujero entubado,,19,0,0,0,1,11,14,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
ANAHUAC,"Se ubica a 120 km al noroeste del municipio de Reynosa, Tamaulipas",Tamaulipas,27.18618367,-99.96065145,,Burgos,1974,,Cerrado,-,PEMEX,,,,,,,,Expansion roca-fluido,,,,,,,,,,0,Agujero entubado,,0,0,0,0,0,4,14,0,0,,,
ANTIGUO,"Se ubica a 132 km al noreste del municipio de Reynosa, Tamaulipas",Tamaulipas,26.68594156,-99.24367538,21.4,Burgos,2005,,Productor,AR-0517 - Campo Antiguo,PEMEX,,,,,,0.0116,,Expansion roca-fluido,,12.4,0,2.2,0,,,,,0,Agujero entubado,,10,0,0,0,8,2,1,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
ARABE,"Se ubica aproximadamente a 20 km al suroeste de la ciudad de Reynosa, Tamaulipas",Tamaulipas,,,1094,Burgos,2001,,Productor,A-0019-M - Campo Arabe,PEMEX,,,,,,0.0183,,Expansion roca-fluido,,13.91,0,1.24,0.09,,,,,0,Agujero entubado,,7,0,0,0,0,3,5,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
ARCABUZ,"Se localiza a 80 km al noroeste de la ciudad de Reynosa, Tamaulipas","Nuevo Leon, Tamaulipas",26.12122228,-99.08185804,130,Burgos,1968,,Productor,A-0022-M - Campo Arcabuz,PEMEX,,,,,,0.843,,Expansion roca-fluido,,162.68,0.09,37.64,0.18,,,,,0,Agujero entubado,,166,0,0,0,33,103,41,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
ARCOS,"Se ubica aproximadamente a 110 km al noroeste de la ciudad de Reynosa, Tamaulipas",Tamaulipas,26.49076171,-99.17667164,38,Burgos,1961,,Productor,A-0023-M - Campo Arcos,PEMEX,,,,,,0.3939,,Expansion roca-fluido,,305.07,0,20.2,0.38,,,,,0,Agujero entubado,,99,0,0,0,12,65,18,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
ARTIMON,"Se localiza aproximadamente a 38 km al suroeste de la ciudad de Reynosa, Tamaulipas",Tamaulipas,25.83975781,-98.68646895,114,Burgos,2009,,Productor,A-0383-M - Cuervito,PEMEX,,,,,,0.0028,,Expansion roca-fluido,,1.09,0,0.69,0,,,,,0,Agujero entubado,,1,0,0,0,0,0,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
AXON,"Se ubica a 108 km al noreste del municipio de Reynosa, Tamaulipas",Tamaulipas,26.44787482,-99.30661382,4.6,Burgos,2007,,Productor,AR-0521 - Campo Axon,PEMEX,,,,,,0,,Expansion roca-fluido,,3.46,0,0.52,0.02,,,,,0,Agujero entubado,,2,0,0,0,2,0,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
AZOR,"Se ubica a 112 km al noreste del municipio Reynosa, Tamaulipas",Tamaulipas,26.51863458,-99.23174982,3.8,Burgos,1933,,Productor,AR-0508 - Campo Azor,PEMEX,,,,,,0.0355,,Expansion roca-fluido,,12.41,0,1.31,0,,,,,0,Agujero entubado,,11,0,0,0,9,3,3,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
AZUCAR,"Se ubica a 75 km al noreste del municipio de Reynosa, Tamaulipas",Tamaulipas,26.1871548,-98.95418444,22.2,Burgos,1956,,Productor,AR-0512 - Campo Azucar,PEMEX,,,,,,0.1037,,Expansion roca-fluido,,0.74,0,0.08,0,,,,,0,Agujero entubado,,1,0,0,0,2,2,0,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
BARUNDA,"Se ubica aproximadamente a 78 km al suroeste de la ciudad de Reynosa, Tamaulipas",Nuevo Leon,25.80350664,-98.66184862,114,Burgos,2009,,Productor,A-0041-M - Campo Barunda,PEMEX,,,,,,0.0123,,Expansion roca-fluido,,2.02,0,0.43,0.01,,,,,0,Agujero entubado,,4,0,0,0,1,1,1,0,0,"Lanzador de barras, Valvulamotora, Minicompresor, Venturi",,
